Festival name,Date,State/UT,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Last Updated
Birthday of Ravindranath,2025-05-09,West Bengal,Jhargram,19.4,Clear,75,8.3,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Andaman and Nicobar Islands,North and Middle Andaman,27.2,Light rain shower,80,27.7,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,West Bengal,Howrah,19.0,Mist,88,5.8,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Champawat,11.9,Clear,50,9.0,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Aligarh,15.8,Clear,43,11.2,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Allahabad,17.3,Partly Cloudy,51,10.8,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Ambedkar Nagar,16.6,Clear,52,6.1,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Amethi,16.0,Clear,54,13.3,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Amroha,13.9,Clear,38,14.0,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Auraiya,16.0,Clear,65,12.2,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Azamgarh,15.5,Clear,54,7.9,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Baghpat,15.3,Mist,72,11.2,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttar Pradesh,Bahraich,16.0,Clear,60,13.3,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Almora,6.0,Clear,50,3.6,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Chamoli,-8.0,Clear,58,12.6,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Bageshwar,6.0,Clear,50,3.6,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Dehradun,10.9,Clear,44,7.2,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,West Bengal,Burdwan,19.0,Clear,52,6.8,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,West Bengal,Hooghly,19.0,Mist,88,7.6,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,West Bengal,Cooch Behar,17.8,Clear,64,3.6,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Haridwar,12.1,Clear,42,5.8,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Pauri Garhwal,12.9,Clear,39,10.4,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Pithoragarh,6.9,Clear,61,5.8,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Rudraprayag,6.8,Clear,52,3.6,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,West Bengal,Bankura,19.1,Clear,50,5.4,2025-01-23 23:15:00
Birthday of Ravindranath,2025-05-09,Manipur,Imphal East,7.5,Clear,65,5.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Nagaland,Dimapur,12.7,Clear,63,4.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Mizoram,Saitual,8.9,Clear,61,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Mizoram,Lawngtlai,11.7,Clear,48,4.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Mizoram,Lunglei,11.5,Clear,52,5.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Manipur,Kangpokpi,7.5,Clear,65,5.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Meghalaya,Jaintia Hills,20.2,Partly cloudy,78,10.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Manipur,Kakching,7.8,Clear,68,4.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Manipur,Imphal West,7.5,Clear,65,5.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Mizoram,Serchhip,11.9,Clear,52,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Telangana,Hyderabad,20.4,Mist,88,11.9,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Nagaland,Kohima,8.7,Clear,52,5.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Nagaland,Mon,16.1,Patchy rain nearby,78,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Nagaland,Tuensang,6.8,Mist,97,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Nagaland,Zunheboto,9.2,Clear,88,4.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Odisha,Angul,18.7,Clear,54,4.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Odisha,Bargarh,21.6,Clear,28,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Odisha,Bhadrak,20.4,Clear,88,5.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Odisha,Cuttack,21.3,Mist,94,6.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Odisha,Dhenkanal,21.3,Mist,94,6.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Odisha,Ganjam,19.5,Clear,82,4.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Punjab,Amritsar,10.3,Mist,82,9.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Punjab,Ferozepur,11.4,Clear,32,10.1,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Punjab,Gurdaspur,10.4,Clear,41,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Rajasthan,Bikaner,16.4,Clear,33,11.9,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Chittoor,18.5,Clear,93,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Manipur,Churachandpur,8.5,Clear,71,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Anantapur,22.1,Clear,64,14.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Visakhapatnam,23.3,Clear,67,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Darbhanga,14.8,Clear,54,7.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,Upper Subansiri,17.7,Mist,94,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Charkhi Dadri,14.1,Clear,37,8.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Faridabad,15.0,Mist,72,9.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Fatehabad,13.4,Clear,40,12.2,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Aurangabad,21.3,Mist,73,12.2,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Arwal,15.2,Mist,94,6.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Hisar,14.4,Clear,36,12.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Jhajjar,15.0,Mist,72,10.1,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Jind,13.0,Clear,38,11.9,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Kaithal,11.9,Clear,41,9.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Bilaspur,18.1,Clear,34,5.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Chamba,3.1,Clear,38,14.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Hamirpur,17.2,Clear,64,10.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Kangra,7.6,Clear,42,8.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Araria,15.8,Clear,52,5.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Lahaul and Spiti,-27.3,Mist,96,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Mandi,7.5,Clear,48,8.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Shimla,8.8,Clear,56,7.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Assam,Dhubri,17.3,Clear,60,5.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Sirmaur,17.4,Clear,58,6.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Bokaro,18.0,Clear,42,4.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Chatra,15.4,Clear,54,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Deoghar,17.4,Clear,46,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Dhanbad,19.0,Clear,40,6.1,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Dumka,17.2,Clear,44,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Banka,15.7,Clear,52,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Bhiwani,14.1,Clear,37,8.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Begusarai,14.5,Clear,57,5.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Goa,South Goa,24.6,Clear,66,13.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Balod,18.4,Clear,28,4.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Baloda Bazar,19.7,Clear,30,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Balrampur,15.7,Clear,56,13.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Bastar,18.2,Clear,32,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Bemetara,19.7,Clear,30,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Bijapur,24.4,Clear,29,14.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Bilaspur,18.1,Clear,34,5.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Buxar,15.3,Clear,62,7.2,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Dhamtari,18.4,Clear,28,4.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Durg,20.6,Clear,28,4.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Goa,North Goa,24.6,Clear,66,13.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Ahmedabad,21.4,Overcast,40,16.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Haryana,Ambala,12.3,Clear,42,12.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Amreli,18.8,Clear,37,18.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Anand,18.1,Clear,33,14.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,West Siang,18.3,Clear,34,6.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Bhojpur,14.2,Clear,47,9.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Banaskantha,15.5,Clear,36,13.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,Bhagalpur,15.3,Clear,55,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Bharuch,20.2,Clear,35,13.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Bhavnagar,20.2,Clear,43,21.2,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Botad,19.6,Clear,34,22.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Chhota Udaipur,14.7,Clear,37,8.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Gujarat,Dahod,18.9,Clear,36,10.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,East Singhbhum,19.4,Clear,86,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Garhwa,17.2,Clear,54,5.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Giridih,18.0,Clear,43,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Assam,Biswanath,20.7,Clear,74,9.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Jharkhand,Godda,15.7,Clear,52,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Dhule,22.8,Clear,36,13.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Madhya Pradesh,Ashoknagar,16.6,Clear,63,15.5,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Madhya Pradesh,Balaghat,19.6,Clear,34,5.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Madhya Pradesh,Betul,19.1,Clear,47,4.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Madhya Pradesh,Bhind,16.8,Partly Cloudy,60,14.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Madhya Pradesh,Bhopal,16.9,Clear,61,13.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Madhya Pradesh,Burhanpur,20.8,Clear,42,9.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Srikakulam,20.8,Clear,78,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Ahmednagar,22.8,Clear,27,9.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Akola,23.1,Clear,30,6.5,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Palakkad,24.1,Mist,69,11.2,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Assam,Barpeta,15.4,Clear,73,6.5,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Amravati,22.8,Clear,30,8.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Aurangabad,21.3,Mist,73,12.2,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Kurnool,21.8,Clear,66,16.9,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Krishna,22.3,Mist,88,10.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Guntur,22.3,Mist,88,5.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Bhandara,21.7,Clear,30,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Assam,Baksa,12.8,Partly Cloudy,74,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,East Godavari,19.4,Clear,86,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Chandrapur,22.3,Clear,38,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Vizianagaram,19.9,Clear,77,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Madhya Pradesh,Anuppur,17.2,Clear,46,4.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Malappuram,26.2,Mist,79,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Chikkamagaluru,18.1,Clear,56,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Bagalkot,23.4,Clear,35,13.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Ballari,22.4,Clear,59,17.3,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Belagavi,22.3,Clear,47,9.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Bengaluru Rural,20.2,Mist,78,14.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Bengaluru Urban,20.2,Mist,78,14.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Bidar,21.1,Clear,48,13.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Assam,Dhemaji,18.2,Mist,88,5.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,Tawang,0.2,Partly Cloudy,87,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Assam,Darrang,18.9,Clear,64,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Assam,Bongaigaon,16.6,Clear,75,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Bihar,East Champaran,19.4,Clear,86,3.6,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Idukki,19.7,Partly Cloudy,92,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Kannur,24.0,Clear,86,6.5,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Karnataka,Chitradurga,22.3,Clear,47,13.7,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Kozhikode,26.2,Mist,79,5.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Alappuzha,26.3,Clear,75,9.4,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Kottayam,23.2,Clear,89,4.0,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,East Siang,18.3,Clear,34,6.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Kollam,26.4,Clear,70,11.2,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Ernakulam,27.3,Mist,66,5.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Kerala,Kasaragod,26.2,Clear,74,5.8,2025-01-23 23:00:00
Birthday of Ravindranath,2025-05-09,Meghalaya,West Garo Hills,9.7,Clear,21,6.5,2025-01-23 22:30:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,Kurung Kumey,-21.5,Light snow,93,22.0,2025-01-23 22:30:00
Birthday of Ravindranath,2025-05-09,Meghalaya,West Khasi Hills,-0.7,Clear,80,18.4,2025-01-23 22:30:00
Birthday of Ravindranath,2025-05-09,Meghalaya,East Khasi Hills,-0.7,Clear,80,18.4,2025-01-23 22:30:00
Birthday of Ravindranath,2025-05-09,Meghalaya,Ri Bhoi,16.4,Clear,26,8.3,2025-01-23 22:30:00
Birthday of Ravindranath,2025-05-09,Meghalaya,South Khasi Hills,-0.7,Clear,80,18.4,2025-01-23 22:30:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Beed,13.2,Clear,44,3.6,2025-01-23 21:00:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,Kra Daadi,30.5,Clear,29,16.9,2025-01-23 20:30:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Kullu,26.6,Clear,13,15.5,2025-01-23 19:30:00
Birthday of Ravindranath,2025-05-09,Nagaland,Peren,6.2,Partly cloudy,75,35.3,2025-01-23 18:45:00
Birthday of Ravindranath,2025-05-09,Meghalaya,South Garo Hills,29.2,Mist,23,16.2,2025-01-23 18:30:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,Papum Pare,38.2,Sunny,23,6.5,2025-01-23 17:30:00
Birthday of Ravindranath,2025-05-09,Arunachal Pradesh,Lower Subansiri,-7.8,Sunny,37,11.5,2025-01-23 12:30:00
Birthday of Ravindranath,2025-05-09,Uttarakhand,Nainital,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Lakshadweep,Androth,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Lakshadweep,Aminidivi,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Manipur,Jiribam,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Odisha,Boudh,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Lakshadweep,Minicoy,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Odisha,Gajapati,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Rajasthan,Chittorgarh,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Lakshadweep,Suheli,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Lakshadweep,Kalapeni,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Tamil Nadu,Kallakurichi,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Telangana,Jayashankar Bhupalapally,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Telangana,Kamareddy,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,West Bengal,Birbhum,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Tripura,Sepahijala,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,West Bengal,Alipurduar,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Tripura,Unakoti,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Lakshadweep,Bithra,27.0,Sunny,61,3.6,2025-01-23 11:45:00
Birthday of Ravindranath,2025-05-09,Andhra Pradesh,Prakasam,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Gadchiroli,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Assam,Cachar,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Nagaland,Longleng,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Assam,Charaideo,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Maharashtra,Buldhana,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Manipur,Noney,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Manipur,Pherzawl,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Mizoram,Champhai,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Mizoram,Kolasib,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Nagaland,Kiphire,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Manipur,Kamjong,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Karnataka,Chikkaballapur,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Punjab,Bathinda,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Himachal Pradesh,Kinnaur,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Haryana,Gurugram,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Gujarat,Aravalli,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Karnataka,Chamarajanagar,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Birthday of Ravindranath,2025-05-09,Chhattisgarh,Dantewada,27.0,Sunny,61,3.6,2025-01-23 11:30:00
Buddha Purnima/Vesak,2025-05-16,Meghalaya,East Garo Hills,23.6,Light rain shower,92,3.6,2025-01-24 01:45:00
Buddha Purnima/Vesak,2025-05-16,Arunachal Pradesh,West Kameng,24.4,Clear,37,7.9,2025-01-24 00:30:00
Buddha Purnima/Vesak,2025-05-16,Arunachal Pradesh,East Kameng,24.4,Clear,37,7.9,2025-01-24 00:30:00
Buddha Purnima/Vesak,2025-05-16,Mizoram,Hnahthial,9.0,Clear,34,6.5,2025-01-24 00:00:00
Buddha Purnima/Vesak,2025-05-16,West Bengal,Dakshin Dinajpur,17.7,Clear,49,6.8,2025-01-23 23:45:00
Buddha Purnima/Vesak,2025-05-16,Tripura,Khowai,14.3,Clear,64,3.6,2025-01-23 23:30:00
Buddha Purnima/Vesak,2025-05-16,Assam,Chirang,15.2,Patchy rain nearby,85,3.6,2025-01-23 23:30:00
Buddha Purnima/Vesak,2025-05-16,Telangana,Jangaon,23.4,Mist,73,11.2,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Coimbatore,24.4,Mist,69,8.6,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Chennai,25.2,Mist,79,12.6,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Ariyalur,24.3,Mist,89,10.1,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Chengalpattu,25.2,Mist,79,6.8,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Dharmapuri,18.7,Clear,83,7.2,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Sikkim,West Sikkim,7.1,Clear,84,3.6,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Sikkim,South Sikkim,7.1,Clear,84,3.6,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Sikkim,North Sikkim,7.1,Clear,84,3.6,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Cuddalore,24.3,Partly Cloudy,74,15.1,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Kanchipuram,25.2,Mist,79,7.6,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Dindigul,24.2,Mist,89,5.8,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Tamil Nadu,Erode,22.4,Clear,75,11.5,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Rajasthan,Churu,17.1,Clear,32,12.2,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Telangana,Adilabad,22.0,Clear,33,4.7,2025-01-23 23:15:00
Buddha Purnima/Vesak,2025-05-16,Manipur,Bishnupur,19.0,Mist,88,5.4,2025-01-23 23:15:00
